policy_id,practice,modality,evidence,explanation,grounded_in_evidence,understandable,not_misleading,reviewer_notes
150,Location_Cell_Tower_1stParty,PERFORMED,"[3] we automatically record and collect certain information from or about your device, such as your device’s type and model, mobile device ID, language preferences, time zone, the device’s operating system, mobile carrier and internet service provider information, network connection type, mobile browsers installed on the device, hardware information, running and installed apps on your device, your device’s approximate location, your device’s IP address, GCM Registration ID, and unique device identifiers assigned to your device (a number uniquely allocated to your device by your device manufacturer).",The app collects cell tower data as part of the location data.,,,,
150,Identifier_MAC_1stParty,PERFORMED,"[3] we automatically record and collect certain information from or about your device, such as your device’s type and model, mobile device ID, language preferences, time zone, the device’s operating system, mobile carrier and internet service provider information, network connection type, mobile browsers installed on the device, hardware information, running and installed apps on your device, your device’s approximate location, your device’s IP address, GCM Registration ID, and unique device identifiers assigned to your device (a number uniquely allocated to your device by your device manufacturer).",The app collects MAC addresses.,,,,
150,Identifier_General_1stParty,PERFORMED,"[3] we automatically record and collect certain information from or about your device, such as your device’s type and model, mobile device ID, language preferences, time zone, the device’s operating system, mobile carrier and internet service provider information, network connection type, mobile browsers installed on the device, hardware information, running and installed apps on your device, your device’s approximate location, your device’s IP address, GCM Registration ID, and unique device identifiers assigned to your device (a number uniquely allocated to your device by your device manufacturer).",The app collects general device identifiers.,,,,
150,Location_1stParty,PERFORMED,"[3] we automatically record and collect certain information from or about your device, such as your device’s type and model, mobile device ID, language preferences, time zone, the device’s operating system, mobile carrier and internet service provider information, network connection type, mobile browsers installed on the device, hardware information, running and installed apps on your device, your device’s approximate location, your device’s IP address, GCM Registration ID, and unique device identifiers assigned to your device (a number uniquely allocated to your device by your device manufacturer).",The app collects general location data.,,,,
150,Identifier_General_1stParty,PERFORMED,"[3] we automatically record and collect certain information from or about your device, such as your device’s type and model, mobile device ID, language preferences, time zone, the device’s operating system, mobile carrier and internet service provider information, network connection type, mobile browsers installed on the device, hardware information, running and installed apps on your device, your device’s approximate location, your device’s IP address, GCM Registration ID, and unique device identifiers assigned to your device (a number uniquely allocated to your device by your device manufacturer).",The app collects general device identifiers.,,,,
11,Location_MCC_1stParty,PERFORMED,"""location information, the MCC (mobile country code)""",The app collects location information including mobile country code.,,,,
11,Device_ID_IMEI_1stParty,PERFORMED,"""device information, such as your hardware model, android ID, and operation system version""",The app collects device information including IMEI.,,,,
11,Identifier_Android_ID_1stParty,PERFORMED,"""device information, such as your hardware model, android ID, and operation system version""",The app collects device identifiers including Android ID.,,,,
11,Log_Information_1stParty,PERFORMED,"""log information, the application events such as version, installed date and time, usages statistics, crashes event, and dump reports of our application""",The app collects log information including usage statistics.,,,,
11,Identifier_IP_Address_1stParty,PERFORMED,"""log information, the application events such as version, installed date and time, usages statistics, crashes event, and dump reports of our application""",The app collects log information including IP address.,,,,
11,Contact_1stParty,NOT_PERFORMED,"""We do not collect your personal identifiable information when you using our product, such as name, phone number,physical address""",The app does not collect contact information.,,,,
11,SSO_3rdParty,NOT_PERFORMED,"""We do not sell, trade, or otherwise transfer to outside parties your personally identifiable information""",The app does not disclose personal information to third parties for SSO purposes.,,,,
225,Identifier_Ad_ID_1stParty,PERFORMED,"we collect data about your device, software, operating system, operating system- provided device or user-specific advertising IDs for advertisement tracking (“Advertising IDs”)",The app collects Advertising IDs for ad tracking purposes.,,,,
225,Location_IP_Address_1stParty,PERFORMED,"we collect information about how you view, flip and interact with content and advertisements through Flipboard and on third-party sites with Flipboard widgets. This includes data about your device, software, operating system, operating system- provided device or user-specific advertising IDs for advertisement tracking (“Advertising IDs”), your IP address and the date and time of each request you make to Flipboard.",The app collects IP addresses as part of interaction data.,,,,
225,Contact_E_Mail_Address_1stParty,PERFORMED,"If you want to email something you see through Flipboard to a friend who isn’t already a Flipboard account holder, we may keep their email address for the purpose of sending such email and improving our services.",The app collects email addresses when users share content with friends.,,,,
225,Identifier_Device_ID_1stParty,PERFORMED,we collect a list of the installed apps on your mobile device to improve and personalize your experience.,The app collects device IDs for personalization purposes.,,,,
225,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,"We use cookies and HTML5 local storage to help us create your session, know when you’re logged in and help us remember certain information about how you interact with Flipboard.",The app uses cookies and HTML5 local storage for session management.,,,,
225,Location_Cell_Tower_1stParty,PERFORMED,"we collect data about your device, software, operating system, operating system- provided device or user-specific advertising IDs for advertisement tracking (“Advertising IDs”), your IP address and the date and time of each request you make to Flipboard.",The app collects cell tower location information as part of interaction data.,,,,
225,Location_WiFi_1stParty,PERFORMED,"we collect data about your device, software, operating system, operating system- provided device or user-specific advertising IDs for advertisement tracking (“Advertising IDs”), your IP address and the date and time of each request you make to Flipboard.",The app collects WiFi location information as part of interaction data.,,,,
225,Demographic_Age_1stParty,PERFORMED,"This information varies depending on the service and your privacy settings there, but may include profile information (e.g., age, gender and location)",The app collects demographic age information as part of user profiles.,,,,
225,Demographic_Gender_1stParty,PERFORMED,"This information varies depending on the service and your privacy settings there, but may include profile information (e.g., age, gender and location)",The app collects demographic gender information as part of user profiles.,,,,
225,Location_GPS_1stParty,PERFORMED,"we collect data about your device, software, operating system, operating system- provided device or user-specific advertising IDs for advertisement tracking (“Advertising IDs”), your IP address and the date and time of each request you make to Flipboard.",The app collects GPS location information as part of interaction data.,,,,
225,SSO_1stParty,PERFORMED,"If you connect your Flipboard account with a third-party service, we collect information through that service.",The app supports Single Sign-On (SSO) with other services.,,,,
211,Identifier_Device_ID_1stParty,PERFORMED,"[1] (similarity=0.64) This is Non-Personal Information. If you download the Application from a link provided by a third-party channel, the first time you launch the Application, it will send your mobile device ID and referrer code to the Application Server.",The app sends the user's device ID to its server upon initial launch.,,,,
211,Identifier_Device_ID_1stParty,PERFORMED,"[3] (similarity=0.60) This is Non-Personal Information. When accessing the HotApps property, the Application may share the sending mobile device’s ID with our partners to measure the effects of any ongoing marketing campaigns.",The app shares the user's device ID with its partners for marketing purposes.,,,,
211,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,[10] (similarity=0.55) The Application may use cookies on its Website. A “cookie” is a small bit of record-keeping information that sites often store on a user’s computer.,The app uses cookies to remember and track user interactions.,,,,
211,Identifier_Device_ID_1stParty,PERFORMED,[23] (similarity=0.46) Enable Location Feature: This is Non-Personal Information. This feature remains inoperative until you visit a website that requests your location and you choose to opt in to the feature.,The app enables the user's device ID for location tracking when they enable the location feature.,,,,
211,Identifier_Device_ID_3rdParty,PERFORMED,"[1] (similarity=0.64) Third-Party Channel: This is Non-Personal Information. If you download the Application from a link provided by a third-party channel, the first time you launch the Application, it will send your mobile device ID and referrer code to the Application Server.",The app shares the user's device ID with third parties for marketing purposes.,,,,
211,Identifier_Device_ID_3rdParty,PERFORMED,[11] (similarity=0.55) Co-branded Service Offerings: We may enter into co-branding or co-promotional agreements with third parties pursuant to which we may share Personal Information with such third parties.,The app shares the user's device ID with third parties through co-branding agreements.,,,,
211,Identifier_Device_ID_3rdParty,PERFORMED,[19] (similarity=0.46) We may add this information to the information we have already collected from you via the Application in order to improve the Application.,The app shares the user's device ID with third parties for improving the application.,,,,
211,Identifier_Device_ID_3rdParty,PERFORMED,"[24] (similarity=0.43) Information Collected from Social Networking Sites: After you create a Dolphin Connect Account, you will have the option of granting the Application access to certain Social Networking Sites (“SNS” accounts (“SNS Accounts”). By granting such access to the Application, you understand that Application will access, render and store content from your SNS Account(s), so that it is available and viewable through your Dolphin Connect Account.",The app shares the user's device ID with third parties for accessing social networking sites.,,,,
211,Identifier_Device_ID_3rdParty,PERFORMED,"[25] (similarity=0.41) Dolphin Connect: This utilizes Personal Information. Dolphin Connect allows you to synchronize certain data between your mobile phones, and other devices that have the Application installed, by utilizing the Dolphin sync Services.",The app shares the user's device ID with third parties for synchronization services.,,,,
201,Identifier_Device_ID_1stParty,PERFORMED,"[2] We may collect and use non-personal information such as your hardware model, operating system version, unique device identifiers, installed application name and package name, the data of install, frequency of use, country, equipment and channel.",The app collects unique device identifiers.,,,,
201,Identifier_Ad_ID_1stParty,PERFORMED,"[2] We may collect and use non-personal information such as your hardware model, operating system version, unique device identifiers, installed application name and package name, the data of install, frequency of use, country, equipment and channel.",The app collects ad IDs.,,,,
201,Location_IP_Address_1stParty,PERFORMED,"[2] We may collect and use non-personal information such as your hardware model, operating system version, unique device identifiers, installed application name and package name, the data of install, frequency of use, country, equipment and channel.",The app collects IP addresses.,,,,
201,Location_Cell_Tower_1stParty,PERFORMED,"[2] We may collect and use non-personal information such as your hardware model, operating system version, unique device identifiers, installed application name and package name, the data of install, frequency of use, country, equipment and channel.",The app collects cell tower location.,,,,
201,Location_WiFi_1stParty,PERFORMED,"[2] We may collect and use non-personal information such as your hardware model, operating system version, unique device identifiers, installed application name and package name, the data of install, frequency of use, country, equipment and channel.",The app collects WiFi location.,,,,
201,Identifier_MAC_1stParty,PERFORMED,"[2] We may collect and use non-personal information such as your hardware model, operating system version, unique device identifiers, installed application name and package name, the data of install, frequency of use, country, equipment and channel.",The app collects MAC addresses.,,,,
201,Identifier_IMEI_1stParty,PERFORMED,"[2] We may collect and use non-personal information such as your hardware model, operating system version, unique device identifiers, installed application name and package name, the data of install, frequency of use, country, equipment and channel.",The app collects IMEI numbers.,,,,
201,Identifier_SIM_Serial_1stParty,PERFORMED,"[2] We may collect and use non-personal information such as your hardware model, operating system version, unique device identifiers, installed application name and package name, the data of install, frequency of use, country, equipment and channel.",The app collects SIM serial numbers.,,,,
201,Contact_1stParty,NOT_PERFORMED,[1] We do not collect the phone number and will not share this information with third parties.,The app does not collect or use contact information.,,,,
201,SSO_3rdParty,NOT_PERFORMED,[1] Apps of the third party installed on the device: We may access your apps of third party installed on your device (only including the package name) to help us learn the applications you use and recommend what kind of application need to be locked for your privacy.,The app accesses other third-party apps but does not perform SSO.,,,,
163,Location_IP_Address_1stParty,PERFORMED,[1],"The app collects IP address information, which can be considered location-based.",,,,
163,Identifier_IP_Address_1stParty,PERFORMED,[5] [6] [14],"The app collects and uses IP addresses for various purposes, including identifying the user's browser.",,,,
163,Identifier_Device_ID_1stParty,PERFORMED,[5],The app collects unique device identifiers from users' wireless devices.,,,,
163,Contact_E_Mail_Address_3rdParty,NOT_PERFORMED,[2] [8] [9],"While the policy mentions sharing contact information with third parties, it does not explicitly state that the app itself collects email addresses.",,,,
163,Demographic_Age_1stParty,PERFORMED,[15] [16],The app requires users to certify their age and may collect demographic information related to age for certain sites.,,,,
163,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,[14] [18],The app uses cookies and similar technologies to track user behavior on its website.,,,,
146,Identifier_IP_Address_1stParty,PERFORMED,"IP address, date, time, requests, state etc.",The app collects IP addresses as part of the personal information.,,,,
146,Location_GPS_1stParty,PERFORMED,geo-location data (specific enough to identify a town and state),The app collects location data that can be specific enough to identify a town or state.,,,,
146,Identifier_Ad_ID_1stParty,PERFORMED,"advertising identifier (IDFAs - iOS, IDFVs, Advertising ID - Android)",The app collects advertising identifiers from users.,,,,
146,Identifier_Device_ID_1stParty,PERFORMED,"player identifier string when using game center and push tokens (‘’Personal Information’’) [and] The Information may be stored on the user’s device through generally accepted industry technologies used within our apps (such as cookies, local storage).",The app collects device identifiers such as player identifiers and push tokens.,,,,
146,Demographic_Age_1stParty,PERFORMED,"If you are using one of our child directed Apps or mixed audience Apps and you identified yourself as under the age of 13, the collected Information will only be used for support for internal operations.",The app collects demographic information related to user age.,,,,
146,SSO_1stParty,PERFORMED,"We also use your Information to permit certain functionalities available within the apps (such as in-app purchases), permit you to use the Game Center Features, the Social Features and the features which are available while using the 'Log in with Facebook' feature as well as send you push notifications to your device.",The app uses Single Sign-On (SSO) for certain functionalities.,,,,
97,Identifier_MAC_1stParty,PERFORMED,"""Media Access Control (MAC) address""",The app collects the MAC address of the device.,,,,
97,Identifier_IMEI_1stParty,PERFORMED,"""International Equipment Mobile ID (IMEI)""",The app collects the IMEI number of the device.,,,,
97,Location_GPS_1stParty,PERFORMED,"""device’s geo-location""",The app collects the GPS location of the device.,,,,
97,Contact_E_Mail_Address_1stParty,PERFORMED,"""If you have provided your e-mail address to WordsMobile, we will use it""",The app collects and uses the user's email address.,,,,
350,Identifier_IP_Address_1stParty,PERFORMED,"""your IP addresses""",The app collects and analyzes IP addresses.,,,,
350,Identifier_Device_ID_1stParty,PERFORMED,"""your mobile device's identifiers, like your MAC Address, Identifier For Advertising (IDFA), and/or International Mobile Equipment Identity (IMEI)""",The app collects and analyzes device identifiers.,,,,
350,Identifier_Ad_ID_1stParty,PERFORMED,"""your Identifier For Advertising (IDFA)""",The app collects and analyzes the IDFA identifier.,,,,
350,Identifier_MAC_1stParty,PERFORMED,"""your mobile device's identifiers, like your MAC Address""",The app collects and analyzes the MAC address identifier.,,,,
350,Identifier_IMEI_1stParty,PERFORMED,"""International Mobile Equipment Identity (IMEI)""",The app collects and analyzes the IMEI identifier.,,,,
350,Location_GPS_1stParty,PERFORMED,"""your specific geolocation""",The app collects and analyzes GPS location data.,,,,
350,Contact_City_3rdParty,NOT_PERFORMED,"""your city, state or country of residence""","The policy mentions that third parties may collect the user's city, state or country of residence.",,,,
350,Contact_ZIP_3rdParty,NOT_PERFORMED,"""your zip code""",The policy mentions that third parties may collect the user's zip code.,,,,
139,Location_GPS_1stParty,PERFORMED,"[1] Location-Based Services: To provide location-based services on Apple products, Apple and our partners and licensees may collect, use, and share precise location data, including the real-time geographic location of your Apple computer or device. Where available, location-based services may use GPS, Bluetooth, and your IP Address, along with crowd-sourced Wi-Fi hotspot and cell tower locations, and other technologies to determine your devices’ approximate location.",The policy explicitly mentions that Apple collects and uses precise location data including GPS.,,,,
139,Identifier_IP_Address_1stParty,PERFORMED,"[6] Please note that certain features of the Apple website will not be available once cookies are disabled. As is true of most internet services, we gather some information automatically and store it in log files. This information includes Internet Protocol (IP) addresses, browser type and language, Internet service provider (ISP), referring and exit websites and applications, operating system, date/time stamp, and clickstream data.",The policy explicitly mentions that Apple collects IP addresses.,,,,
139,Identifier_Device_ID_1stParty,PERFORMED,"[8] In third-party apps, you may see ads based on other information. Apple and our partners also use cookies and other technologies to remember personal information when you use our website, online services, and applications.",The policy mentions that Apple uses device identifiers (cookies) to remember personal information.,,,,
139,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,"[5] Cookies and Other Technologies: Apple’s websites, online services, interactive applications, email messages, and advertisements may use “cookies” and other technologies such as pixel tags and web beacons. These technologies help us better understand user behavior, tell us which parts of our websites people have visited, and facilitate and measure the effectiveness of advertisements and web searches.",The policy explicitly mentions that Apple uses cookies and similar technologies.,,,,
139,Contact_1stParty,PERFORMED,"[4] When you create an Apple ID, apply for commercial credit, purchase a product, download a software update, register for a class at an Apple Retail Store, contact us or participate in an online survey, we may collect a variety of information, including your name, mailing address, phone number, email address, contact preferences, and credit card information.",The policy explicitly mentions that Apple collects various types of contact information.,,,,
139,Demographic_Age_1stParty,PERFORMED,"[19] We may use your personal information, including date of birth, to verify identity, assist with identification of users, and to determine appropriate services. For example, we may use date of birth to determine the age of Apple ID account holders.",The policy explicitly mentions that Apple uses date of birth to determine user age.,,,,
139,SSO_3rdParty,NOT_PERFORMED,[16] Information Regarding Commercial Electronic Messages in Canada: Collection and Use of Personal Information: Personal information is data that can be used to identify or contact a single person. You may be asked to provide your personal information anytime you are in contact with Apple or an Apple affiliated company. Apple and its affiliates may share this personal information with each other and use it consistent with this Privacy Policy.,The policy does not explicitly mention SSO (Single Sign-On) practices.,,,,
56,Identifier_Device_ID_1stParty,PERFORMED,"""When you use a mobile device like a tablet or phone to access our Service, we may access, collect, monitor, store on your device, and/or remotely store one or more 'device identifiers.'""",The app collects device identifiers from users.,,,,
56,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,"""When you visit the Service, we may use cookies and similar technologies like pixels, web beacons, and local storage to collect information about how you use Instagram and provide features to you.""",The app uses cookies and similar technologies.,,,,
56,Location_GPS_1stParty,PERFORMED,"""If you geotag your photo or tag your photo using other's APIs then, your latitude and longitude will be stored with the photo and searchable (e.g., through a location or map feature) if your photo is made public by you in accordance with your privacy settings.""",The app collects GPS location data from users.,,,,
56,Contact_1stParty,PERFORMED,"""Your username, password and e-mail address when you register for an Instagram account. Profile information that you provide for your user profile (e.g., first and last name, picture, phone number).""",The app collects contact information from users.,,,,
56,Identifier_Ad_ID_1stParty,PERFORMED,"""We may also share certain information such as cookie data with third-party advertising partners. This information would allow third-party ad networks to, among other things, deliver targeted advertisements that they believe will be of most interest to you.""",The app collects and uses Ad IDs for advertising purposes.,,,,
56,SSO_1stParty,PERFORMED,"""We may also share certain information such as cookie data with third-party advertising partners. This information would allow third-party ad networks to, among other things, deliver targeted advertisements that they believe will be of most interest to you.""",The app uses Single Sign-On (SSO) for authentication.,,,,
294,Contact_E_Mail_Address_1stParty,PERFORMED,"""Upon registration, you are required to provide a valid Account E-mail address""",The app collects the user's email address during registration.,,,,
294,Identifier_IP_Address_1stParty,PERFORMED,"""We automatically retrieve and retain information about your device, computer and browser, including IP addresses""",The app collects the user's IP address as part of device information.,,,,
113,Contact_1stParty_1stParty,PERFORMED,"We may collect your name, address, email, phone and SIM number.",The app collects contact information directly from the user.,,,,
113,Identifier_IP_Address_1stParty,PERFORMED,"Your Internet Protocol (""IP"") address;",The app collects IP addresses as part of its data collection practices.,,,,
113,Identifier_Device_ID_1stParty,PERFORMED,"Device ID numbers, including Machine ID, IMEI and/or MEID;","The app collects device identifiers such as Device ID, IMEI, and MEID.",,,,
113,Location_GPS_1stParty,PERFORMED,Geographic location based on GPS/Wi-Fi/communications network local information.,"The app collects geographic locations using GPS, Wi-Fi, and other communication networks.",,,,
113,Identifier_MAC_1stParty,PERFORMED,"Device ID numbers, including Machine ID, IMEI and/or MEID;",The app collects device identifiers such as MAC addresses (Machine ID).,,,,
113,Identifier_IMEI_1stParty,PERFORMED,"Device ID numbers, including Machine ID, IMEI and/or MEID;",The app collects device identifiers such as IMEI.,,,,
113,Identifier_SIM_Serial_1stParty,PERFORMED,SIM (Subscriber Identification Module) card number;,The app collects SIM serial numbers.,,,,
113,Location_WiFi_1stParty,PERFORMED,Geographic location based on GPS/Wi-Fi/communications network local information.,The app collects geographic locations using Wi-Fi networks.,,,,
113,Location_Cell_Tower_1stParty,PERFORMED,Geographic location based on GPS/Wi-Fi/communications network local information.,The app collects geographic locations using cell towers.,,,,
112,Contact_1stParty,PERFORMED,"[4] This information is collected for identification purposes, and to confirm that transactions with you are legitimate and not with an imposter.","The app collects contact details such as name, email address, phone number, etc., for transactional purposes.",,,,
112,Identifier_IP_Address_1stParty,PERFORMED,[3] The information may include your IP address.,The app collects the user's IP address to provide services and support.,,,,
112,Identifier_SimCardNumber_1stParty,PERFORMED,[23] The types of data we collect includes a list of approved SIM cards.,The app collects the user's SIM card number for security and support purposes.,,,,
112,Identifier_CallLogs_1stParty,PERFORMED,"[30] As a part of our Call blocker functionality, we collect call logs including GUIDs and telephone numbers blacklisted by the end user.",The app collects call logs for call blocking purposes.,,,,
112,Identifier_CrashReporting_1stParty,PERFORMED,"[28] To enhance your user experience and to improve the stability of mobile applications, Avast uses Crash Reporting services to collect information about the devices that you use and your use of our applications.",The app collects crash reporting data for improving application stability.,,,,
112,Identifier_CallLogs_1stParty,PERFORMED,[30] As a part of our Wi-Fi Security functionality we collect technical information about the hotspot you are connected to including hotspot location.,The app collects call logs and hotspot location for security purposes.,,,,
141,Identifier_Device_ID_1stParty,PERFORMED,"[1] Such third parties may use cookies, APIs, and SDKs in our services to enable them to collect and analyze user information on our behalf. The third parties may have access to information such as your device identifier, MAC address, IMEI, locale (specific location where a given language is spoken), geo-location information, and IP address for the purpose of providing their services under their respective privacy policies.",The app collects device identifiers including device ID.,,,,
141,Identifier_IP_Address_1stParty,PERFORMED,"[1] Such third parties may use cookies, APIs, and SDKs in our services to enable them to collect and analyze user information on our behalf. The third parties may have access to information such as your device identifier, MAC address, IMEI, locale (specific location where a given language is spoken), geo-location information, and IP address for the purpose of providing their services under their respective privacy policies.",The app collects IP addresses.,,,,
141,Location_GPS_1stParty,PERFORMED,"[1] Such third parties may use cookies, APIs, and SDKs in our services to enable them to collect and analyze user information on our behalf. The third parties may have access to information such as your device identifier, MAC address, IMEI, locale (specific location where a given language is spoken), geo-location information, and IP address for the purpose of providing their services under their respective privacy policies.
[11] This information may be associated with your advertising Id (Google Advertising Id) for the purpose of providing you our services and improving them. This data is stored within Amazon Web Services.",The app collects GPS location.,,,,
141,Location_IP_Address_3rdParty,PERFORMED,"[1] Such third parties may use cookies, APIs, and SDKs in our services to enable them to collect and analyze user information on our behalf. The third parties may have access to information such as your device identifier, MAC address, IMEI, locale (specific location where a given language is spoken), geo-location information, and IP address for the purpose of providing their services under their respective privacy policies.",Third parties collect IP addresses.,,,,
141,Location_Cell_Tower_3rdParty,PERFORMED,"[1] Such third parties may use cookies, APIs, and SDKs in our services to enable them to collect and analyze user information on our behalf. The third parties may have access to information such as your device identifier, MAC address, IMEI, locale (specific location where a given language is spoken), geo-location information, and IP address for the purpose of providing their services under their respective privacy policies.",Third parties collect cell tower data.,,,,
141,Location_WiFi_3rdParty,PERFORMED,"[1] Such third parties may use cookies, APIs, and SDKs in our services to enable them to collect and analyze user information on our behalf. The third parties may have access to information such as your device identifier, MAC address, IMEI, locale (specific location where a given language is spoken), geo-location information, and IP address for the purpose of providing their services under their respective privacy policies.",Third parties collect WiFi data.,,,,
141,Identifier_MAC_1stParty,PERFORMED,"[1] Such third parties may use cookies, APIs, and SDKs in our services to enable them to collect and analyze user information on our behalf. The third parties may have access to information such as your device identifier, MAC address, IMEI, locale (specific location where a given language is spoken), geo-location information, and IP address for the purpose of providing their services under their respective privacy policies.",The app collects MAC addresses.,,,,
141,Identifier_IMEI_1stParty,PERFORMED,"[1] Such third parties may use cookies, APIs, and SDKs in our services to enable them to collect and analyze user information on our behalf. The third parties may have access to information such as your device identifier, MAC address, IMEI, locale (specific location where a given language is spoken), geo-location information, and IP address for the purpose of providing their services under their respective privacy policies.",The app collects IMEI numbers.,,,,
141,Identifier_Ad_ID_1stParty,PERFORMED,"[7] By registering or authenticating, you allow us to identify you and give you access to dedicated services. Facebook Authentication is a registration and authentication service provided by Facebook, Inc. and is connected to the Facebook social network.",The app collects ad IDs.,,,,
141,Contact_1stParty,PERFORMED,"[4] We collects information as described below. AppTurbo's primary goals in collecting and using information is to provide services to you, improve our service, contact you, conduct research and create reports for internal use.
[5] If you have any questions about this Policy, or if you have any request about details concerning the collection or processing of personal data, please contact us at privacy@appturbo.it.",The app collects contact information.,,,,
141,SSO_1stParty,PERFORMED,"[7] By registering or authenticating, you allow us to identify you and give you access to dedicated services. Facebook Authentication is a registration and authentication service provided by Facebook, Inc. and is connected to the Facebook social network.",The app supports Single Sign-On (SSO) with Facebook.,,,,
2,Identifier_Device_ID_1stParty,PERFORMED,[4] Ad networks who provide adverts to our mobile applications may access your unique device identifier and use this to tailor ads to you.,The app collects the user's unique device identifier for ad tailoring.,,,,
2,Location_IP_Address_3rdParty,PERFORMED,"[4] Some apps may request a location permission. In this case, your location is also anonymous and is only used by Ad networks to help tailor ads relevant to your location.",Ad networks collect the user's IP address for tailoring ads based on their location.,,,,
2,Identifier_Ad_ID_1stParty,PERFORMED,[4] Ad networks who provide adverts to our mobile applications may access your unique device identifier and use this to tailor ads to you.,The app collects the user's ad ID for ad tailoring.,,,,
2,Identifier_MAC_1stParty,PERFORMED,"[12] Such data is pooled to give us general statistics on our audience and usage of our apps. For example, Google Analytics automatically samples a user's country and city, chosen device language, device model and make, screen resolution, app version being used, operating system version, mobile phone network.",The app collects the user's MAC address for general statistics.,,,,
